iter	Logloss
0	0.5747661906
1	0.4734272666
2	0.3930505644
3	0.3284697941
4	0.2788931481
5	0.2419366041
6	0.2085766064
7	0.181143693
8	0.1592106152
9	0.1417282565
10	0.1272246835
11	0.1164527601
12	0.1062280949
13	0.09929956235
14	0.09250914157
15	0.08708594957
16	0.08248577295
17	0.07892249403
18	0.07575481383
19	0.07278233999
20	0.07037240153
21	0.06852439615
22	0.06686919885
23	0.06540548802
24	0.06384661684
25	0.06299265067
26	0.06221794246
27	0.06121565527
28	0.06047044244
29	0.05964076988
30	0.05904831107
31	0.05836729178
32	0.05785631136
33	0.05750033231
34	0.05683901746
35	0.05630421165
36	0.05570594866
37	0.0553081948
38	0.05493740475
39	0.05465305991
40	0.05435616793
41	0.05407295522
42	0.05395673782
43	0.05368816975
44	0.05350560243
45	0.05334854487
46	0.05308273412
47	0.05292172329
48	0.05272755861
49	0.05255001638
50	0.05234196992
51	0.0522114702
52	0.05215373553
53	0.05201934528
54	0.05193569805
55	0.05181939034
56	0.05171297898
57	0.0515889626
58	0.05143684594
59	0.05141114764
60	0.051329913
61	0.05115899073
62	0.05112082032
63	0.05103734497
64	0.05093056444
65	0.0508217209
66	0.05071008398
67	0.05067854426
68	0.0505992545
69	0.05055376598
70	0.05043749441
71	0.05037315315
72	0.05029611909
73	0.05021898327
74	0.05013977089
75	0.05007648117
76	0.05001375791
77	0.04997151591
78	0.04990633293
79	0.04985540399
80	0.04974746002
81	0.04963443531
82	0.04959948473
83	0.04949230579
84	0.04942868235
85	0.04936365148
86	0.04930575916
87	0.04923630904
88	0.04916600809
89	0.04910515662
90	0.04906655693
91	0.04900929313
92	0.04897484069
93	0.04888482034
94	0.04883030377
95	0.04875950443
96	0.04873898789
97	0.04868263472
98	0.04864078413
99	0.04859561001
100	0.04853389428
101	0.04850763833
102	0.04848346602
103	0.04845346215
104	0.04838418761
105	0.04832161275
106	0.04828465717
107	0.04822588686
108	0.04817356109
109	0.04812364699
110	0.04807338613
111	0.04801326201
112	0.04796774417
113	0.04794089835
114	0.04790118631
115	0.04786797462
116	0.04782773854
117	0.04777803339
118	0.04775924134
119	0.04769467939
120	0.04765045446
121	0.04759089165
122	0.04753814287
123	0.04750044785
124	0.04746806984
125	0.04741962604
126	0.04740492018
127	0.04737658895
128	0.04733842281
129	0.04731832562
130	0.047239484
131	0.04719438502
132	0.04715103578
133	0.04712548609
134	0.0470971199
135	0.04705454345
136	0.0470244115
137	0.04699926864
138	0.04695012068
139	0.04693609081
140	0.04688901263
141	0.04686454687
142	0.04683594892
143	0.04680709755
144	0.04677529365
145	0.04675910614
146	0.04673567274
147	0.04670431788
