iter	Passed	Remaining
153	18935	104024
154	19065	103936
155	19224	104009
156	19358	103943
157	19497	103906
158	19626	103812
159	19743	103651
160	19862	103508
161	19973	103321
162	20098	103207
163	20238	103168
164	20355	103010
165	20486	102924
166	20601	102761
167	20724	102636
168	20828	102415
169	20930	102191
170	21048	102041
171	21163	101877
172	21288	101764
173	21381	101502
174	21504	101376
175	21621	101230
176	21749	101127
177	21872	101008
178	21992	100868
179	22115	100748
180	22219	100538
181	22354	100473
182	22470	100317
183	22591	100186
184	22710	100048
185	22810	99826
186	22935	99712
187	23047	99546
188	23188	99499
189	23307	99365
190	23422	99209
191	23554	99125
192	23677	99002
193	23784	98814
194	23904	98681
195	24023	98545
196	24124	98333
197	24256	98250
198	24373	98105
199	24502	98010
200	24629	97905
201	24740	97739
202	24847	97553
203	24957	97382
204	25079	97259
205	25198	97124
206	25333	97049
207	25454	96924
208	25573	96788
209	25704	96697
210	25823	96564
211	25939	96415
212	26067	96313
213	26195	96212
214	26317	96090
215	26435	95949
216	26549	95799
217	26662	95641
218	26783	95515
219	26893	95349
220	27011	95213
221	27149	95145
222	27255	94965
223	27372	94827
224	27482	94661
225	27597	94516
226	27715	94380
227	27842	94273
228	27956	94124
229	28077	93999
230	28201	93884
231	28332	93789
232	28457	93677
233	28577	93549
234	28697	93419
235	28824	93312
236	28937	93162
237	29071	93077
238	29193	92954
239	29318	92842
240	29435	92703
241	29551	92563
242	29681	92464
243	29790	92301
244	29918	92197
245	30044	92086
246	30162	91953
247	30267	91777
248	30390	91660
249	30502	91506
250	30628	91397
251	30747	91267
252	30868	91141
253	30996	91037
254	31125	90935
255	31248	90814
256	31352	90641
257	31466	90496
258	31573	90332
259	31694	90208
260	31816	90085
261	31932	89947
262	32048	89809
263	32167	89680
264	32301	89590
265	32417	89451
266	32529	89305
267	32658	89202
268	32768	89047
269	32887	88917
270	33011	88800
271	33133	88682
272	33265	88586
273	33384	88456
274	33495	88306
275	33609	88163
276	33721	88016
277	33843	87895
278	33957	87753
279	34071	87613
280	34208	87529
281	34326	87399
282	34438	87252
283	34561	87133
284	34689	87028
285	34818	86923
286	34931	86780
287	35068	86696
288	35199	86597
289	35318	86469
290	35440	86346
291	35544	86183
292	35658	86042
293	35776	85913
294	35899	85793
295	36029	85691
296	36135	85532
297	36254	85403
298	36383	85300
299	36510	85191
300	36636	85078
301	36761	84965
302	36883	84844
303	37010	84734
304	37132	84613
305	37257	84498
306	37379	84378
307	37498	84248
308	37611	84108
309	37729	83977
310	37853	83862
311	37976	83742
312	38113	83654
313	38231	83524
314	38344	83384
315	38451	83231
316	38575	83114
317	38690	82978
318	38826	82886
319	38953	82776
320	39072	82648
321	39181	82499
322	39297	82366
323	39417	82241
324	39545	82133
325	39668	82015
326	39800	81912
327	39923	81794
328	40053	81689
329	40178	81574
330	40291	81435
331	40399	81285
332	40518	81159
333	40638	81034
334	40759	80910
335	40886	80799
336	41002	80665
337	41122	80542
338	41246	80425
339	41364	80296
340	41485	80173
341	41601	80040
342	41731	79934
343	41853	79814
344	41967	79676
345	42088	79554
346	42202	79419
347	42342	79331
348	42456	79195
349	42592	79100
350	42725	78999
351	42845	78874
352	42966	78751
353	43098	78648
354	43216	78520
355	43336	78395
356	43460	78276
357	43585	78161
358	43707	78039
359	43816	77896
360	43932	77764
361	44054	77643
362	44190	77545
363	44307	77415
364	44415	77270
365	44535	77145
366	44660	77030
367	44775	76897
368	44887	76758
369	45012	76643
370	45134	76522
371	45256	76401
372	45372	76269
373	45492	76145
374	45619	76032
375	45740	75910
376	45868	75798
377	45991	75678
378	46111	75555
379	46237	75440
380	46365	75328
381	46469	75179
382	46590	75056
383	46716	74941
384	46836	74817
385	46956	74692
386	47088	74587
387	47202	74454
388	47299	74292
389	47417	74166
390	47542	74049
391	47662	73925
392	47785	73806
393	47906	73684
394	48022	73553
395	48150	73441
396	48266	73312
397	48386	73187
398	48509	73068
399	48628	72942
400	48746	72816
401	48853	72671
402	48979	72557
403	49105	72443
404	49227	72322
405	49344	72193
406	49458	72061
407	49575	71932
408	49694	71807
409	49808	71675
410	49921	71542
411	50035	71409
412	50150	71279
413	50258	71138
414	50371	71005
415	50488	70878
416	50619	70770
417	50748	70659
418	50858	70522
419	50978	70398
420	51103	70282
421	51218	70152
422	51332	70020
423	51447	69890
424	51575	69778
425	51695	69655
426	51812	69528
427	51935	69408
428	52052	69282
429	52168	69153
430	52284	69025
431	52397	68893
432	52514	68765
433	52632	68640
434	52758	68525
435	52870	68392
436	52981	68257
437	53100	68134
438	53228	68020
439	53341	67889
440	53459	67764
441	53577	67638
442	53711	67533
443	53826	67404
444	53942	67276
445	54046	67133
446	54151	66992
447	54273	66872
448	54391	66747
449	54510	66623
450	54628	66499
451	54753	66382
452	54882	66270
453	54999	66145
454	55121	66025
455	55238	65899
456	55362	65780
457	55474	65649
458	55590	65522
459	55711	65399
460	55823	65268
461	55940	65142
462	56055	65015
463	56181	64898
464	56299	64774
465	56422	64655
466	56547	64539
467	56667	64417
468	56798	64307
469	56904	64168
470	57032	64055
471	57145	63925
472	57264	63802
473	57372	63666
474	57477	63527
475	57602	63410
476	57720	63287
477	57834	63158
478	57950	63031
479	58078	62918
480	58190	62787
481	58301	62656
482	58420	62532
483	58541	62412
484	58667	62296
485	58776	62162
486	58894	62038
487	59028	61931
488	59151	61812
489	59265	61684
490	59389	61566
491	59510	61446
492	59627	61320
493	59735	61186
494	59857	61066
495	59960	60927
496	60090	60816
497	60211	60694
498	60332	60574
499	60458	60458
500	60577	60335
501	60700	60216
502	60822	60096
503	60938	59971
504	61068	59859
505	61178	59727
506	61298	59605
507	61422	59488
508	61538	59362
509	61663	59244
510	61787	59127
511	61891	58990
512	62027	58884
513	62143	58758
514	62268	58641
515	62385	58516
516	62506	58396
517	62620	58268
518	62738	58144
519	62845	58011
520	62966	57890
521	63089	57771
522	63222	57662
523	63337	57536
524	63454	57411
525	63576	57291
526	63692	57165
527	63805	57038
528	63933	56923
529	64071	56817
530	64182	56688
531	64305	56569
532	64419	56442
533	64537	56319
534	64654	56194
535	64767	56067
536	64894	55951
537	65019	55834
538	65139	55712
539	65262	55594
540	65376	55466
541	65501	55349
542	65626	55232
543	65735	55101
544	65846	54973
545	65964	54849
546	66087	54730
547	66205	54607
548	66323	54484
549	66438	54358
550	66552	54232
551	66673	54111
552	66800	53996
553	66911	53867
554	67037	53750
555	67161	53632
556	67267	53500
557	67383	53375
558	67504	53255
559	67638	53144
560	67760	53024
561	67894	52913
562	68025	52800
563	68155	52687
564	68271	52563
565	68376	52430
566	68498	52309
567	68621	52190
568	68734	52064
569	68837	51929
570	68959	51810
571	69079	51688
572	69198	51566
573	69319	51445
574	69441	51326
575	69570	51211
576	69700	51097
577	69812	50970
578	69931	50848
579	70065	50737
580	70183	50614
581	70304	50493
582	70426	50373
583	70546	50252
584	70671	50134
585	70796	50016
586	70915	49894
587	71044	49779
588	71181	49669
589	71311	49555
590	71436	49437
591	71547	49310
592	71669	49189
593	71779	49061
594	71906	48944
595	72030	48825
596	72160	48711
597	72283	48592
598	72394	48464
599	72516	48344
600	72633	48221
601	72761	48104
602	72872	47977
603	72992	47855
604	73115	47736
605	73236	47615
606	73356	47494
607	73489	47381
608	73613	47262
609	73726	47136
610	73850	47017
611	73981	46903
612	74090	46774
613	74210	46653
614	74334	46534
615	74458	46415
616	74574	46291
617	74701	46174
618	74823	46054
619	74950	45937
620	75074	45818
621	75216	45710
622	75338	45590
623	75458	45468
624	75594	45356
625	75708	45231
626	75824	45107
627	75960	44995
628	76080	44874
629	76192	44748
630	76316	44628
631	76435	44506
632	76561	44388
633	76681	44267
634	76811	44151
635	76930	44029
636	77063	43915
637	77180	43791
638	77304	43672
639	77412	43544
640	77538	43426
641	77653	43302
642	77776	43182
643	77896	43060
644	78011	42936
645	78124	42811
646	78237	42686
647	78357	42564
648	78486	42447
649	78606	42326
650	78741	42213
651	78850	42086
652	78975	41966
653	79093	41844
654	79208	41720
655	79339	41604
656	79485	41496
657	79618	41382
658	79746	41264
659	79885	41153
660	80030	41044
661	80148	40921
662	80267	40799
663	80369	40669
664	80490	40547
665	80607	40424
666	80726	40302
667	80845	40180
668	80971	40062
669	81098	39944
670	81226	39826
671	81347	39705
672	81483	39591
673	81615	39475
674	81740	39356
675	81860	39235
676	82005	39125
677	82134	39008
678	82258	38887
679	82383	38768
680	82511	38650
681	82633	38530
682	82754	38408
683	82862	38281
684	82983	38160
685	83099	38036
686	83242	37925
687	83358	37801
688	83480	37681
689	83597	37558
690	83713	37434
691	83825	37309
692	83949	37189
693	84058	37063
694	84179	36942
695	84293	36817
696	84428	36702
697	84559	36585
698	84675	36462
699	84798	36342
700	84919	36220
701	85032	36096
702	85164	35979
703	85291	35861
704	85411	35739
705	85540	35621
706	85670	35504
707	85797	35385
708	85929	35268
709	86041	35143
710	86158	35020
711	86277	34898
712	86389	34774
713	86510	34652
714	86633	34532
715	86764	34414
716	86885	34293
717	86998	34169
718	87142	34056
719	87266	33937
720	87391	33817
721	87525	33700
722	87635	33575
723	87760	33455
724	87894	33339
725	88023	33220
726	88141	33098
727	88261	32976
728	88374	32852
729	88491	32729
730	88623	32612
731	88742	32490
732	88858	32367
733	88980	32246
734	89089	32120
735	89212	31999
736	89333	31878
737	89455	31757
738	89568	31633
739	89697	31515
740	89822	31395
741	89942	31273
742	90063	31152
743	90180	31029
744	90308	30911
745	90440	30793
746	90560	30671
747	90678	30549
748	90794	30426
749	90914	30304
750	91051	30188
751	91166	30065
752	91284	29943
753	91407	29822
754	91531	29702
755	91649	29579
756	91769	29458
757	91887	29336
758	92002	29212
759	92122	29091
760	92246	28971
761	92364	28848
762	92485	28727
763	92605	28605
764	92727	28484
765	92849	28363
766	92965	28241
767	93083	28119
768	93214	28000
769	93330	27877
770	93457	27758
771	93577	27636
772	93693	27514
773	93818	27394
774	93944	27274
775	94060	27151
776	94191	27032
777	94321	26914
778	94442	26793
779	94571	26673
780	94682	26549
781	94801	26428
782	94936	26310
783	95068	26192
784	95170	26065
785	95295	25945
786	95423	25826
787	95550	25706
788	95669	25584
789	95776	25459
790	95902	25339
791	96032	25220
792	96141	25096
793	96255	24973
794	96378	24852
795	96494	24729
796	96613	24607
797	96741	24488
798	96864	24367
799	96980	24245
800	97099	24123
801	97223	24002
802	97346	23882
803	97463	23759
804	97592	23640
805	97706	23517
806	97828	23396
807	97954	23276
808	98064	23152
809	98174	23028
810	98294	22907
811	98402	22782
812	98507	22657
813	98619	22534
814	98747	22414
815	98867	22293
816	98981	22170
817	99114	22052
818	99241	21932
819	99365	21811
820	99474	21688
821	99586	21565
822	99698	21441
823	99828	21322
824	99955	21202
825	100074	21081
826	100211	20963
827	100342	20844
828	100465	20723
829	100572	20599
830	100699	20479
831	100823	20358
832	100952	20239
833	101077	20118
834	101199	19997
835	101321	19876
836	101449	19756
837	101570	19635
838	101684	19512
839	101809	19392
840	101929	19270
841	102052	19149
842	102167	19027
843	102282	18905
844	102412	18785
845	102552	18668
846	102716	18554
847	102871	18439
848	103040	18326
849	103189	18209
850	103308	18088
851	103437	17967
852	103566	17847
853	103687	17726
854	103805	17604
855	103925	17482
856	104049	17361
857	104161	17238
858	104278	17116
859	104415	16997
860	104540	16877
861	104647	16753
862	104762	16630
863	104878	16508
864	105012	16389
865	105126	16266
866	105252	16145
867	105378	16025
868	105507	15905
869	105625	15783
870	105735	15659
871	105856	15538
872	105984	15418
873	106104	15296
874	106236	15176
875	106355	15054
876	106477	14933
877	106601	14812
878	106719	14690
879	106838	14568
880	106969	14448
881	107093	14327
882	107234	14208
883	107367	14088
884	107485	13967
885	107606	13845
886	107741	13725
887	107869	13605
888	108006	13485
889	108133	13364
890	108259	13243
891	108382	13122
892	108502	13000
893	108617	12878
894	108738	12757
895	108861	12635
896	108980	12513
897	109095	12391
898	109226	12271
899	109343	12149
900	109475	12028
901	109591	11906
902	109722	11786
903	109859	11666
904	109983	11545
905	110105	11423
906	110228	11302
907	110353	11181
908	110476	11059
909	110602	10938
910	110722	10817
911	110858	10696
912	110988	10576
913	111106	10454
914	111230	10332
915	111354	10211
916	111483	10090
917	111611	9969
918	111719	9846
919	111838	9725
920	111971	9604
921	112100	9483
922	112220	9361
923	112353	9241
924	112468	9119
925	112584	8997
926	112707	8875
927	112827	8753
928	112951	8632
929	113079	8511
930	113192	8389
931	113311	8267
932	113429	8145
933	113544	8023
934	113652	7900
935	113779	7779
936	113915	7659
937	114041	7537
938	114161	7416
939	114293	7295
940	114416	7173
941	114534	7052
942	114657	6930
943	114783	6809
944	114913	6688
945	115047	6567
946	115174	6445
947	115297	6324
948	115424	6203
949	115539	6081
950	115665	5959
951	115782	5837
952	115904	5716
953	116019	5594
954	116152	5473
955	116276	5351
956	116397	5229
957	116520	5108
958	116644	4986
959	116776	4865
960	116891	4743
961	117011	4622
962	117143	4500
963	117256	4378
964	117382	4257
965	117495	4135
966	117624	4014
967	117751	3892
968	117885	3771
969	117997	3649
970	118124	3527
971	118249	3406
972	118371	3284
973	118508	3163
974	118620	3041
975	118736	2919
976	118866	2798
977	118982	2676
978	119125	2555
979	119243	2433
980	119366	2311
981	119494	2190
982	119626	2068
983	119741	1947
984	119876	1825
985	120004	1703
986	120120	1582
987	120237	1460
988	120372	1338
989	120487	1217
990	120609	1095
991	120726	973
992	120855	851
993	120979	730
994	121100	608
995	121214	486
996	121334	365
997	121463	243
998	121591	121
999	121715	0
