iter	Logloss
0	0.5594593128
1	0.4548639261
2	0.3732739914
3	0.3101518006
4	0.2599540947
5	0.2199078509
6	0.1883139198
7	0.1628895478
8	0.1420296316
9	0.1253428461
10	0.1135768571
11	0.1024081025
12	0.09428378737
13	0.08741530408
14	0.08145302528
15	0.07726717521
16	0.07341333554
17	0.070098403
18	0.06786010188
19	0.0655079017
20	0.06360499653
21	0.06199968731
22	0.06051236143
23	0.05924795972
24	0.05824822045
25	0.05729090051
26	0.05648343476
27	0.05577103427
28	0.05507255084
29	0.05465457464
30	0.05412298931
31	0.05370403804
32	0.05333827322
33	0.0528766446
34	0.05260666277
35	0.05224161837
36	0.05199770793
37	0.05185229178
38	0.05162089284
39	0.05130511631
40	0.05104914455
41	0.05072429436
42	0.05047814181
43	0.05036255201
44	0.05017313579
45	0.04996402818
46	0.04989963666
47	0.04978746093
48	0.0497409458
49	0.04969252943
50	0.04954453642
51	0.04939621137
52	0.04938393549
53	0.04929258306
54	0.04928819189
55	0.04915953854
56	0.04915069303
57	0.04914463148
58	0.04895524717
59	0.0489453037
60	0.04866553524
61	0.04860428009
62	0.04859690396
63	0.04859133334
64	0.04851080982
65	0.04850566222
66	0.04834654222
67	0.04834019887
68	0.04833083935
69	0.04828684879
70	0.04826905117
71	0.04811744717
72	0.04810871845
73	0.04798172326
74	0.04794738487
75	0.04783174481
76	0.04769448361
77	0.04762292579
78	0.04754276147
79	0.04749583621
80	0.04742229702
81	0.0473320154
82	0.04731879297
83	0.04730581906
84	0.0471354271
85	0.04712788496
86	0.04701236034
87	0.04700331384
88	0.04683843717
89	0.04674829169
90	0.04674161427
91	0.04665737689
92	0.04659916778
93	0.04646664779
94	0.04640573282
95	0.04638527381
96	0.04633117308
97	0.04630175991
98	0.0462634347
99	0.0461704574
100	0.0460843731
101	0.0460602851
102	0.0459490111
103	0.04588259781
104	0.04585690632
105	0.04578194155
106	0.04573610713
107	0.04572886545
108	0.04565530249
109	0.04559180082
110	0.0455456768
111	0.0455320524
112	0.04546123266
113	0.04538621458
114	0.04537569972
115	0.04528550093
116	0.04524286534
117	0.04523943972
118	0.04523609015
119	0.04522524732
120	0.04512930714
121	0.04509133875
122	0.04501036199
123	0.04495344573
124	0.04485956024
125	0.04484320451
126	0.04480147506
127	0.04478801973
128	0.04476872692
129	0.04473211486
130	0.04459367591
131	0.04457087362
132	0.04445508894
133	0.04442790498
134	0.04441913178
135	0.04437844326
136	0.04437177501
137	0.04430141429
138	0.04425324881
139	0.04423932802
140	0.0441723773
141	0.04416753831
142	0.04415716706
143	0.04413837298
144	0.04410523713
145	0.04409443912
146	0.04402126117
147	0.04401376384
148	0.04392654491
149	0.04385767258
150	0.04381974798
151	0.0438111863
152	0.04376231465
153	0.0437226854
154	0.04367170677
155	0.04363872607
156	0.04358979806
157	0.04357531403
158	0.04355541724
159	0.04349914875
160	0.04342522592
161	0.04341938844
162	0.04333183544
163	0.04327536495
164	0.04318471361
165	0.04316946568
166	0.04309867582
167	0.04307989567
168	0.04307477149
169	0.0430572285
170	0.04304752336
171	0.04302710407
172	0.04302385126
173	0.04296588253
174	0.04295986647
175	0.04295547121
176	0.04294083644
177	0.04292304765
178	0.04291285565
179	0.04290573246
180	0.04286094067
181	0.04285747328
182	0.04283768276
183	0.04282523814
184	0.04280855614
185	0.04279067874
186	0.04278672688
187	0.04276951627
188	0.0427566639
189	0.0426935384
190	0.04262168554
191	0.04261169793
192	0.04253708455
193	0.04245792279
194	0.04245427139
195	0.04244751182
196	0.04243168435
197	0.04242337629
198	0.04242072542
199	0.04240499607
200	0.04237392
201	0.04235449377
202	0.04229520402
203	0.04225618248
204	0.04224743882
205	0.04219838282
206	0.04213232704
207	0.04212472141
208	0.04211353874
209	0.04207797779
210	0.04206591036
211	0.04204011193
212	0.04198621761
213	0.04197706383
214	0.04196660533
215	0.04195654643
216	0.04195390744
217	0.04194606348
218	0.04188378573
219	0.04185309398
220	0.04184840302
221	0.0418361655
222	0.04181969365
223	0.04181724785
224	0.04180303474
225	0.04177337034
226	0.0417091041
227	0.04169595602
228	0.04162905351
229	0.04158724292
230	0.04153848569
231	0.04153121515
232	0.04151703667
233	0.04151238679
234	0.04143278299
235	0.04139879566
236	0.04139020614
237	0.0413846569
238	0.04132902533
239	0.04128686709
240	0.04126992978
241	0.04122854764
242	0.04118757326
243	0.04117503664
244	0.04111143549
245	0.04109120123
246	0.04105186768
247	0.04104967379
248	0.04101100024
249	0.04100917268
250	0.04097728315
251	0.04094694076
252	0.04093144533
253	0.04090887119
254	0.04088302149
255	0.04084580613
256	0.04080382341
257	0.04079372444
258	0.04073029882
259	0.04068889054
260	0.04067911037
261	0.04062659039
262	0.04061101891
263	0.04058660091
264	0.04058384242
265	0.0405542449
266	0.04053354654
267	0.04049225981
268	0.04048159149
269	0.04044827332
270	0.04043808608
271	0.04041266416
272	0.0403988408
273	0.04036289825
274	0.04035263564
275	0.04033170301
276	0.04032237846
277	0.04028396328
278	0.04022650924
279	0.04020920696
280	0.04018390828
281	0.04017725021
282	0.04015817469
283	0.04013388027
284	0.0400572587
285	0.0400541091
286	0.04001640077
287	0.0399763366
288	0.03994754949
289	0.03991978463
290	0.03991693413
291	0.03989670123
292	0.03986516955
293	0.03985399774
294	0.03983502203
295	0.03982559291
296	0.03978737872
297	0.03977073949
298	0.03976253192
299	0.03974491559
300	0.03969241258
301	0.03968319124
302	0.03968206034
303	0.03967970586
304	0.03961860484
305	0.03961765864
306	0.03959400928
