iter	Passed	Remaining
436	15563	20051
437	15602	20019
438	15639	19986
439	15672	19946
440	15704	19906
441	15740	19871
442	15773	19833
443	15810	19798
444	15842	19758
445	15873	19717
446	15909	19682
447	15939	19640
448	15972	19601
449	16007	19564
450	16036	19521
451	16070	19483
452	16099	19439
453	16130	19398
454	16166	19363
455	16200	19327
456	16238	19294
457	16269	19253
458	16299	19211
459	16333	19173
460	16363	19132
461	16400	19097
462	16432	19059
463	16461	19015
464	16493	18976
465	16521	18932
466	16548	18887
467	16577	18844
468	16608	18804
469	16642	18766
470	16669	18721
471	16696	18677
472	16726	18635
473	16754	18592
474	16784	18550
475	16818	18514
476	16851	18476
477	16883	18437
478	16917	18400
479	16949	18362
480	16980	18322
481	17009	18279
482	17043	18243
483	17080	18209
484	17110	18169
485	17145	18133
486	17173	18090
487	17206	18052
488	17236	18011
489	17272	17977
490	17306	17940
491	17344	17908
492	17380	17873
493	17415	17838
494	17451	17804
495	17486	17768
496	17522	17734
497	17564	17706
498	17607	17678
499	17643	17643
500	17676	17605
501	17709	17568
502	17747	17535
503	17792	17510
504	17826	17473
505	17867	17443
506	17904	17409
507	17938	17373
508	17969	17334
509	18004	17298
510	18039	17262
511	18081	17234
512	18120	17201
513	18153	17164
514	18184	17125
515	18217	17088
516	18257	17056
517	18294	17023
518	18331	16988
519	18368	16955
520	18407	16923
521	18445	16890
522	18485	16859
523	18522	16826
524	18558	16790
525	18593	16754
526	18625	16717
527	18665	16685
528	18698	16648
529	18731	16611
530	18767	16575
531	18803	16541
532	18836	16504
533	18878	16474
534	18918	16443
535	18956	16410
536	18992	16374
537	19033	16345
538	19068	16308
539	19100	16271
540	19140	16238
541	19177	16205
542	19213	16170
543	19247	16134
544	19282	16098
545	19317	16062
546	19355	16028
547	19390	15993
548	19429	15961
549	19461	15923
550	19494	15885
551	19535	15854
552	19575	15823
553	19615	15791
554	19652	15757
555	19683	15718
556	19721	15685
557	19754	15647
558	19799	15619
559	19832	15582
560	19865	15545
561	19903	15511
562	19945	15481
563	19986	15450
564	20024	15417
565	20062	15383
566	20094	15345
567	20128	15308
568	20166	15275
569	20201	15240
570	20243	15209
571	20276	15171
572	20313	15137
573	20352	15104
574	20385	15067
575	20420	15031
576	20457	14997
577	20497	14965
578	20533	14930
579	20568	14894
580	20609	14862
581	20650	14831
582	20686	14796
583	20728	14765
584	20769	14733
585	20801	14696
586	20833	14657
587	20866	14620
588	20899	14583
589	20931	14545
590	20965	14508
591	20998	14471
592	21030	14434
593	21061	14395
594	21092	14357
595	21131	14323
596	21163	14286
597	21196	14248
598	21231	14213
599	21261	14174
600	21295	14138
601	21326	14099
602	21361	14063
603	21391	14025
604	21419	13984
605	21449	13945
606	21477	13905
607	21510	13868
608	21535	13826
609	21568	13789
610	21606	13755
611	21640	13719
612	21672	13682
613	21703	13644
614	21732	13604
615	21764	13567
616	21795	13529
617	21827	13492
618	21854	13451
619	21885	13413
620	21913	13374
621	21944	13335
622	21979	13300
623	22014	13264
624	22049	13229
625	22080	13191
626	22111	13154
627	22147	13119
628	22183	13084
629	22228	13054
630	22261	13018
631	22291	12980
632	22321	12941
633	22356	12906
634	22385	12867
635	22414	12828
636	22446	12791
637	22481	12755
638	22510	12717
639	22537	12677
640	22569	12640
641	22602	12604
642	22636	12568
643	22669	12531
644	22703	12495
645	22737	12459
646	22769	12422
647	22803	12387
648	22837	12351
649	22869	12314
650	22899	12276
651	22931	12239
652	22968	12205
653	23001	12168
654	23031	12130
655	23059	12092
656	23093	12056
657	23126	12020
658	23157	11982
659	23185	11944
660	23218	11907
661	23249	11870
662	23280	11833
663	23311	11796
664	23343	11759
665	23383	11726
666	23411	11688
667	23446	11653
668	23479	11616
669	23509	11579
670	23542	11543
671	23575	11507
672	23606	11469
673	23635	11431
674	23665	11394
675	23698	11358
676	23729	11321
677	23759	11284
678	23787	11245
679	23821	11210
680	23852	11173
681	23884	11136
682	23913	11098
683	23949	11064
684	23980	11027
685	24008	10989
686	24036	10950
687	24071	10916
688	24100	10878
689	24129	10840
690	24161	10804
691	24196	10769
692	24228	10733
693	24258	10695
694	24287	10658
695	24316	10621
696	24348	10584
697	24380	10548
698	24410	10511
699	24439	10474
700	24472	10438
701	24503	10401
702	24540	10367
703	24575	10332
704	24611	10298
705	24642	10262
706	24676	10226
707	24706	10189
708	24739	10153
709	24773	10118
710	24807	10083
711	24844	10049
712	24874	10012
713	24909	9977
714	24938	9940
715	24970	9904
716	25003	9868
717	25037	9833
718	25067	9796
719	25098	9760
720	25131	9725
721	25164	9689
722	25198	9654
723	25228	9617
724	25266	9583
725	25300	9548
726	25330	9512
727	25364	9476
728	25401	9442
729	25431	9406
730	25462	9369
731	25497	9335
732	25527	9298
733	25560	9263
734	25588	9225
735	25619	9189
736	25652	9154
737	25685	9118
738	25716	9082
739	25748	9046
740	25775	9009
741	25807	8973
742	25838	8937
743	25869	8901
744	25907	8867
745	25935	8830
746	25964	8793
747	25997	8758
748	26034	8724
749	26069	8689
750	26103	8654
751	26143	8621
752	26173	8585
753	26202	8548
754	26233	8512
755	26265	8477
756	26296	8441
757	26326	8405
758	26356	8368
759	26384	8331
760	26417	8296
761	26446	8260
762	26476	8224
763	26508	8188
764	26539	8152
765	26567	8115
766	26595	8079
767	26624	8042
768	26653	8006
769	26685	7971
770	26719	7936
771	26754	7901
772	26784	7865
773	26813	7829
774	26844	7793
775	26876	7758
776	26904	7721
777	26937	7686
778	26970	7651
779	26999	7615
780	27028	7579
781	27064	7544
782	27096	7509
783	27125	7473
784	27152	7436
785	27187	7402
786	27223	7367
787	27257	7333
788	27296	7299
789	27337	7267
790	27368	7231
791	27398	7195
792	27430	7160
793	27459	7124
794	27491	7088
795	27522	7053
796	27554	7018
797	27582	6982
798	27614	6946
799	27646	6911
800	27677	6876
801	27708	6840
802	27739	6805
803	27770	6770
804	27798	6733
805	27829	6698
806	27863	6663
807	27892	6627
808	27925	6593
809	27958	6558
810	27989	6522
811	28020	6487
812	28052	6452
813	28083	6417
814	28118	6382
815	28158	6349
816	28192	6314
817	28223	6279
818	28260	6245
819	28298	6211
820	28328	6176
821	28361	6141
822	28394	6106
823	28426	6071
824	28457	6036
825	28483	6000
826	28512	5964
827	28543	5929
828	28579	5895
829	28617	5861
830	28647	5825
831	28677	5790
832	28711	5756
833	28739	5720
834	28775	5686
835	28809	5651
836	28844	5617
837	28874	5582
838	28905	5546
839	28935	5511
840	28966	5476
841	28999	5441
842	29035	5407
843	29067	5372
844	29103	5338
845	29132	5303
846	29164	5268
847	29193	5232
848	29228	5198
849	29266	5164
850	29307	5131
851	29342	5097
852	29375	5062
853	29414	5028
854	29448	4994
855	29480	4959
856	29518	4925
857	29554	4891
858	29588	4856
859	29627	4823
860	29659	4788
861	29698	4754
862	29731	4719
863	29765	4685
864	29797	4650
865	29834	4616
866	29870	4582
867	29908	4548
868	29948	4514
869	29982	4480
870	30025	4446
871	30062	4412
872	30104	4379
873	30147	4346
874	30185	4312
875	30222	4278
876	30263	4244
877	30301	4210
878	30333	4175
879	30365	4140
880	30404	4106
881	30438	4072
882	30472	4037
883	30506	4003
884	30543	3968
885	30580	3934
886	30617	3900
887	30652	3866
888	30686	3831
889	30721	3797
890	30762	3763
891	30797	3728
892	30832	3694
893	30865	3659
894	30895	3624
895	30929	3590
896	30961	3555
897	30989	3520
898	31021	3485
899	31053	3450
900	31082	3415
901	31112	3380
902	31143	3345
903	31175	3310
904	31226	3277
905	31258	3243
906	31287	3208
907	31320	3173
908	31352	3138
909	31383	3103
910	31415	3069
911	31447	3034
912	31485	3000
913	31516	2965
914	31548	2930
915	31584	2896
916	31622	2862
917	31656	2827
918	31687	2792
919	31720	2758
920	31753	2723
921	31791	2689
922	31817	2654
923	31847	2619
924	31876	2584
925	31914	2550
926	31946	2515
927	31977	2480
928	32009	2446
929	32045	2412
930	32083	2377
931	32112	2342
932	32143	2308
933	32175	2273
934	32204	2238
935	32233	2204
936	32267	2169
937	32300	2134
938	32333	2100
939	32366	2065
940	32400	2031
941	32434	1997
942	32464	1962
943	32496	1927
944	32525	1893
945	32561	1858
946	32590	1823
947	32625	1789
948	32662	1755
949	32695	1720
950	32721	1685
951	32762	1651
952	32797	1617
953	32833	1583
954	32861	1548
955	32888	1513
956	32921	1479
957	32951	1444
958	32981	1410
959	33008	1375
960	33039	1340
961	33069	1306
962	33103	1271
963	33132	1237
964	33169	1203
965	33201	1168
966	33230	1134
967	33259	1099
968	33292	1065
969	33322	1030
970	33357	996
971	33390	961
972	33422	927
973	33459	893
974	33491	858
975	33523	824
976	33553	789
977	33581	755
978	33616	721
979	33647	686
980	33679	652
981	33708	617
982	33740	583
983	33772	549
984	33799	514
985	33837	480
986	33873	446
987	33905	411
988	33935	377
989	33966	343
990	34001	308
991	34039	274
992	34074	240
993	34102	205
994	34132	171
995	34164	137
996	34195	102
997	34223	68
998	34257	34
999	34284	0
